sentence,score
curse undying dragon - great dragon awoke slumber enraged find kingdom take anger lay curse upon land inhabit undye dragon would never know peace century terrorize people land brave group hero defeat however even death dragon curse linger day anyone try claim throne meet failure tragedy beware would seek awaken undying dragon may unwittingly unleash disaster upon we,1
key parenting - comes parent reason sometimes work sometimes do not work one family may work another one thing successful family common unconditional love unconditional love key parenting create bond parent child can not break connection transcend difference order show child much love must first comfortable express emotion need hide fear doubt show happy side need love show affection even want sleep,1
explore wonder animal behavior - I ’ve always love explore world around well way observe fascinating behavior animal remember spend hour child watch ant crawl around colony people busy work gathering nectar pollen even duck waddle around pond near house matter go see always something new learn animal behavior recently opportunity visit africa safari trip watch lion lounge sun wait patiently prey incredible also interesting observe small creature like warthog root grass food monkey play together tree day bring new wonder observe different animal go live amazing continent,1
tragic fall - tragic fall house usher tale terror despair story center around crumble mansion usher family say curse last surviving member family roderick usher invite old friend poe visit thing take turn bad soon poe arrive strange horrify event begin occur around mansion feel doom hang everything culminate tragedy roderick beloved sister dies suddenly push edge go mad lead demise everyone else near house,1
breast cancer - woman battle breast cancer many year despite treatment difficult time defy odd keep go final day end battle cancer claim life 57 brave determined fight though lose breast cancer valiant lady leave indelible legacy we know patroness courage,1
struggle survival - time struggle survival matter every day battle find food shelter guarantee either would available strong survive weak perished be not always fair way thing weak dependent rich mighty pass story citizen start demand equal right able overcome odd become legend story pass generation generation inspire other keep fight even hope seem lose dark time story serve reminder anything possible you re willing fight,1
boundary space exploratio - first human exploration space moon land 1969 humanitys focus seem less explore exploit space fact since end apollo program 1972 human go beyond low earth orbit international space station currently inhabit platform outside earth gravity well take 1998 complete orbit spacecraft like hubble launch long even plan crew mission mar set decade future do not seem hurry fulfill happen be not space exploration priority humanity anymore number factor play change priority one simply economic initial investment require get human space have not much reason justify spend become see luxury rather necessity terrestrial problem like poverty disease still prevalent hard use scarce resource something perceive nonessential people suffer earth additionally technological advance mean quite lot unmanned probe robot risk human life machine job well,1
trip beach - 3 friend early 30 go road trip beach fond memory summer day spend wave sand beach cape cod mykonos family decide revisit destination – time pleasure part great adventure would see traverse international border breathe new life old friend wake early saturday morning depart paris train lunchtime inlay impression upon eiffel tower top bottom seem quite straight forward – build like somebody ’s house architect know well continue photosynthesis take sight twitter start buzz someone start indiego campaign away girlfriend travel goal complete bam,0
hide power microorganism - group scientist study effect microorganisms human body discover tiny creature huge impact health working unlock hide power organism team find certain microorganism help break food produce vitamin protect we disease also explore microorganism use treat condition like cancer autoimmune disorder scientist believe hide power microorganism could revolutionize medicine work tirelessly unlock secret,1
mystery mystic tower - mystic tower beautiful mysterious place say home powerful wizard could grant anyone heart desire many people try find tower one ever succeed one day young woman name sarah decide would try find tower nothing lose everything gain day search finally find go inside discover wizard disappoint confused sarah begin explore tower suddenly hear voice call name behind door,1
"witchs labyrinth - young girl always fascinate story witch magical power hear witchs labyrinth know see labyrinth say locate heart dark forest say brave enough enter ever find way one night light full moon gather courage set forest hour walk tree getting lose every step suddenly front enormous gate appear nowhere take deep breath say little prayer open gate step inside immediately everything go black like walk thick smoke groping way forwards slowly careful touch anything make much noise lest something terrible happen suddenly light ahead quickly come darkness vanish quickly leave stand front f impose wooden door least 20 foot high looking could make word carve surface enter must beware """,1
journey lose tribe - journey lose tribe story group people get strand island force find way survive eventually build thrive community story follow journey face many challenge ultimately die,1
write story - like write story use something happen change life can not live without love write character experience reason story never seems come right maybe good character maybe would make great story something else entirely whatever case may people ask long sudden heart start thump chest praise god know anyway corinth ivy press deck beautiful cover image decide need novel wrangler obviously within five month start lunchtime monday morning day work hexenmeyer crocodile woman land steeze opportunity email wonder might want lead female character writing job oops sorry do not stop though coffee shop across town start burn due mysterious writing assignment pop leave open table finally someone tell brevity really mean blessing within month protect writer desperate need contribute cover kid ' even tide holiday part,0
unlock secret genetic - alice scientist dedicate life understand secret genetic make amazing progress research still many mystery remain unsolved one day alice come across new type dna never see determined find new dna could mean research careful analysis discover new dna could hold key unlock secret genetic new discovery alice research take whole new meaning able make even progress unlock mystery genetic,1
chris lawyer - chris lawyer always good lawyer know get client good possible result always smile face one day chris get call someone need legal help badly person ask chris represent important case working chris agree case turn difficult enough demand chris skillset argue successfully throughout entire court process even get lucky break along way end client case go successfully prosecutor trial something lawyer could do make chris successful indeed long one ever ask spare time work,1
search lose treasure kidâ€ ™ s story - lose treasure hide away long ago it ’ time find join hero search travel different place look clue lead treasure solve puzzle find treasure it ’ late do n’t think late week,1
ghost night - young boy name timmy live small town one fateful night timmy play outside friend dare go old abandon house edge town brave timmy take challenge go inside enter feel cold chill run spine suddenly hear footstep come towards upstairs begin panic,1
law collide understand complexity legal case - jenny mom car way pick jenny little sister soccer practice discuss recent legal case make headline case young woman accuse break multiple law face lengthy prison sentence convict jenny mom explain sometimes people break law without mean complex try figure actually happen discuss different lawyer would look set fact see different thing base experience knowledge time arrive soccer practice jenny develop newfound respect complexity legal case,1
pet turtle - though jeff always dog person find draw small tank pet store single turtle swam circle slowly reach hand let turtle get use presence scoop take counter be not get home set tank room realize much work turtle could despite find develop bond little creature rely everything name sheldon favorite character tv soon become inseparable day jeff come home school work sheldon would wait smile face pizza slice make patiently,0
adventure lose explorer - adventure lose explorer story explorer become lose jungle separate group must find way back along way encounter many challenge obstacle eventually die,1
"pop quiz - good friend hit game pop quiz last class ever experience gamer quickly get start play level memorize around halfway point good friend make could call "" epiphany "" ofy type response everyone else blankety blank question remove 1 letter every word song would sentence pop quiz finito lick wound little bit get back competition mode result come back soon enough friend answer correct",0
paint picture - young family would take art store buy new painting famous painter favourite vincent van gogh work different anything else display one day town visit friend decide go get painting home come back brandnew van gogh painting sit dining room table tie background remove could rest expose panel wall look like electric blue print bright orange helicon yes spiral fill frame around,0
war freedom american revolution - war freedom american revolution fight brave determined group people want free tyranny british rule fight odd freedom year struggle story start boston tea party 1773 group colonist protest british government tax tea dumping barrel tea boston harbor act defiance anger british authority respond send troop occupy massachusetts bay colony april 1775 tension colonial militia british soldier station lexington concord erupt violence mark start open warfare next year patriot force battle loyalist militia well regular army unit send england effort quell rebellion although often outgunne outnumber patriot persevere thank courageous leader like george washington benjamin franklin ー well bold strategy like nathaniel greenes southern campaign ー ultimately drive british america good 1783,1
war end war legacy world war - war end war global conflict see million die name patriotic duty four long year world engulf devastating conflict would leave indelible mark history war finally come end leave behind legacy pain suffering survive war would never forget horror witness field europe litter corps ally german soldier lose live battle many man return home traumatize see experienced haunted memory would stay rest live victorious nation celebrate armistice day victory democracy freedom also sense mourning perish conflict great war claim many innocent life change world forever,1
laura tear - laura feel something inside break much pain life experience something even bad start cry tear pour face could not stop flow cry long able cry finally stop feel much well knew go something could not control something could still deal,1
likud lapid rise - cold winter night snow fall gently ground like esther droplet tear lapid lay wrap thin blanket alone bed although late could sleep feel certain someone watch side door long minute nothing change lapid give hope hear something even louder sound fall snowa voice cry likud come visit times low moment friend visit regularly many other one ever come see lapid need one day likud come personally without notice announce seat jerusalem central council open israel manifesto campaign ' lapid could not believe seventy eight year old temeria live relative leave behind across six brother sister grant audience high court decision ask five time would say nothing sunset particular night registerdly along everyone else central zionist movement zionist leader moshe sharett introduce new candidate councillor preparedto whatever take,0
moon star - upon time moon big much less populated few star today one night however brave man name neil armstrong make way moon set foot surface afterward announce moon became know throughout history one earth fame landmark unbelievable sighting people world,0
unlock potential - young woman always tell special potential great thing believe elder put hard work somehow never feel like reach full potential one day particularly discourage day decide go walk nature clear head walk begin notice car noise crowd cheering try listen hard notice people yell run fast fast electrify peel excitement finaly race get medal feel like hard work worth,0
curse crimson dragon - ancient china mighty emperor rule iron fist beautiful daughter love dearly however curse crimson dragon creature would bring nothing misfortune emperor everything power try break curse avail daughter life became plague bad luck tragedy matter thing always seem go wrong eventually emperor pass away leave poor daughter alone world still curse crimson dragon,1
oracle moon - oracle moon woman live small village near forest say ability see future advise people path life many would come guidance would always give wise counsel one day young girl come question love life oracle tell would meet someone special soon careful let control heart,1
key unlocking door - key unlocking door story young woman discover key unlocking door key open door matter lock barricade may soon realize key open door world decide use help people help people escape prison find lose love one even enter dimension possibility endless key unlocking door,1
strange case vanish knight - dark stormy night sir lancelot du lac one great knight realm rode forest sherwood seek shelter element come upon small cottage knock door kindly old woman answer invite offer let stay night warn son also stay like stranger sir lancelot assure would trouble go bed middle night sir lancelot awoken noise downstairs crept quietly investigate see young man try steal horse shout thief run wood return cottage mother son go though never exist,1
power astronom - sky always place fascination child would lie back grass stare star imagining would like visit curiosity lead study astronomy college eventually pursue career astronomer astronomy give much power year allow understand place universe discover thing never know exist also help appreciate small insignificant comparison vastness space even good day tiny speck dust drift infinite cosmos work able touch people live way never could imagine discovery inspire other look star wonder imagine possibility exist beyond world,1
lose pacifi - libby sigh look around messy nursery seem like everywhere go toy baby article clothing strew finally half hour fruitless searching give head saras room little bit luck anywhere else house libby find daughter pacifi top one bookshelf sara bedroom breathe sigh relief slip pocket head back downstairs tell amanda they d finally locate miss object,1
fresh start - freddie zoë move new house fresh start live apartment year feel like infinity loop thingfreddie excite finally able live make decision love spending time alone computer go fishing friend place clock seemed stop tickingit be not long freddie find aoshe around day know next watch tv play video game socialize friend stay unemployed eatod food skip dinner entirely be not anything else around actually something sit home day pintereste nothing seem righteto make list say zoë walk room later evening finish eat dinner together start make starter kit would serve aplanner live wait thing happenin additionto mainstayforfreddies life point alsohis two dog tosie scooby see one big piece ofpaw pie hey where s baxter mimic tosie joyously give,0
gang war - upon time two rival gang war violence bad police could control member gang constantly fight kill finally year bloodshe two gang decide final showdown meet abandon warehouse outskirt town battle fierce eventually one gang emerge victorious victor celebrate victory idea would soon face another rival gang,1
second thought - soluble commutation mathematical topic intense interest controversy effective treatment several major disease subject much research last decade however yet cure second thoughtemotional stressor syndrome osiem cause participant experience two thought simultaneously one positive one negative researcher believe soluble commutation accurately predict response different treatment healthy people live osiem other maintain work nothing help improve overall wellbee manage symptom despite lack scientific evidence either way many people continue suffer osiem know effectively cope mental stressor without sacrifice overall quality life,1
secret silver moon - sun begin set could feel energy day shift time go nightly walk love walk light silver moon soak peaceful energy tell elder secret find within silver light moon say one attuned find answer question weigh heart mind walk open meadow allow bath moonlight closed eye ask guidance path take next life answer do not come right away soon doubt enter mind like floodgate open sort possibility rush,1
mother son - mom do not want go school today honey what s wrong do not feel good well let take temperature see fever do not want take minute come let go fine okay look like do not fever able go school do not want go do not feel like well can not go school do not feel like go fine,1
art courtroom persuasion work do not - todays society important know persuade other court law art form perfect many year certain technique work well other come persuasion thing definitely work method may effective example use logic reasoning always bad way go persuade someone many people do not respond well type argument use unreliable fact support claim another method avoid emotional appeal generally fail work try get someone side may hesitant undecided issue reach connect emotional level often sway opinion favor course every situation different surefire method persuasion always work perfectly however keep tip mind next time find need convince someone something important chance you ll much success go situation blindly,1
break vase - upon time young woman break vase really upset realize do feel terrible embarrassed everyone house could see little respect hop fix thing quickly possible woman try clean everything well could did not work well stain stick around marker everywhere clearly be not go easy fix hopefully nothing permanent would happen effort common sense,1
search lose city - lora team search lose city year follow every lead exhaust every possibility always come empty handed lora begin lose hope would ever find one day one team member find new lead long shot decide follow anyway week rest finally arrive destination abandon city deep jungle explore ruin become clear be not lose city lose city could not believe luck year search they d finally find left explore secret uncover mystery,1
understand fundamental microbiology - microbiologist work lab analyze sample collect determine disease involve microscope show image fungal culture test tube use magnifying glass see culture positive mycobacterium vincla magnifying glass also see certain protein associate fungal culture positonella mycoide ciona siberica protein help microbiologist know fungal culture mycobacterium vincla cause infection,1
