[ID],text,[score],[COT],[num_annotators],[holistic_scores_per_annotator],[R1],[R2],[R3],[R4],[R5],[R6],[R7]
322,"Title: MAC or windows Text: A few years ago, Apple Inc. released the Mac OS X operating system, which greatly improved the graphic quality of Macintosh computers. Microsoft Windows support had been little more than a faint rumor at that point and it was not until well after Steve Jobs’ death that versions 10 and 11 touch were made available to wind up users of both platforms in essentially the same form as they are now: embryonic programs wrapped around information trailers illustrating features preview unavailable on final builds when initial release is desired.”",0,Error: Invalid Score,5,"{'annot0': 1, 'annot1': 1}",1,0,1,0,0,0,0
323,"Title: The War for Peace: The Arab-Israeli Conflict Text: After years of bloody conflict, the war for peace in the Arab-Israeli conflict finally came to an end. After months of negotiations and a final push by both sides, a ceasefire was agreed upon and implemented. Although it was not perfect, it didn’t last all.",1,"1. Overall Coherence:
	- The story is not coherent at all because it contains some problematic sentences
2. Problematic sentences:
	-The sentence 'Although it was not perfect, it didn’t last all.' doesn't make sense <r1>1</r1>
3. Conclusion
	 - The story is not coherent at all",5,"{'annot0': 0, 'annot1': 0, 'annot2': 0}",1,0,0,0,0,0,0
325,"Title: The Universe of Particle Physic Text: But despite its strangeness, the Anti-Quark is still considered one of the most important objects in all of particle physics because it helps explain why some things seem like they come from nowhere while others appear to be completely natural. For example, there are some amazing theories about how light works (including quantum mechanics), but if you could point to a specific instance where light appears to originate from nothing else than an Anti-Quranite Missilearding Earth. well, everybody would be happy.",0,Error: Invalid Score,5,"{'annot0': 1, 'annot1': 1}",1,0,1,0,0,1,1
335,"Title: Jane gets a bad grade Text: One day, Jane got a bad grade in her accounting class. She was so sad and angry after getting the low score that she went to school all alone. When her teacher saw her, she asked what was wrong. Jane told him that she had gotten a bad grade in AccountingClass and didn't think it would make any difference because no one ever gets a good grade in Accounting Classes again (except for maybe from Social Studies). The teacher said sorry but Jane couldn't go back and get another A like she always does with other classes.Jane felt embarrassed at herself for getting such an unlucky result, especially since most of the time when things don't go well at school it's because of some stupid mistake that I've made throughout my life- not Management override block C accountant: Bad grades are common among high kicking students",0,Error: Invalid Score,5,"{'annot0': 0, 'annot1': 0}",1,0,0,1,0,0,0
337,"Title: Windfall Profits Tax Text: It was a good day for business. The sun was shining and the birds were singing. All around people were shopping, getting their daily dose of profit before moving on to the next day’s work. The only thing that seemed to be missing from today was windfall profits tax​​​​​​​. A few minutes later, everyone had turned into career experts as they grabbed whatever they could find at first sight: opportunities abounded! But when it came down to it, nobody knew how best to Treat Windfall Profits Tax – until one hopeful voice mentioned an idea that had recently come wending its way through lawyers and thought leadership circles; Tax Loss Management (TLM). TLM is a new way of thinking about taxation that offers owners of businesses an unprecedented level of certainty in knowing exactly what their exported income will look like years after they file taxes AFP or CTT​​​​​.",0,Error: Invalid Score,5,"{'annot0': 1, 'annot1': 0, 'annot2': 0, 'annot3': 0, 'annot4': 0}",1,0,1,0,1,1,1
338,"Title: The Struggle for Freedom Text: The Struggle for Freedom is a story about the fight for freedom. The main character in this story is Jack. Jack has always been a free spirit, and he has always fought for what he believes in. When his friend wanted to go on a vacation, he was not interested and wanted to keep on studying. But because of his friendship he went anyway. He had a great time.",1,"1. Overall Coherence:
	- The story is not coherent at all because it contains some problematic sentences
2. Problematic sentences:
	-The relation between this sentence 'When his friend wanted to go on a vacation, he was not interested and wanted to keep on studying.' and previous ones doesn’t make sense <r3>1</r3> and contains information inconsistent with previous presented data <r4>1</r4>
	-The new sentence 'He had a great time.' is not relevant to the title <r6>1</r6>
3. Conclusion
	 - The story is not coherent at all",5,"{'annot0': 1, 'annot1': 1, 'annot2': 1, 'annot3': 1, 'annot4': 1}",0,0,1,1,0,1,0
341,"Title: Teaching Catastrophe Text: Once upon a time there was an educational institution that had many talented students. However, one day the professor became sacked and all of his students scattered in different directions. At first the cats felt sad because they were sure their favourite teacher would be gone forever but soon realised this might just be their chance for some practice teaching themselves! So with determination in tow, each individual cat set off to find their new master(or at least until they got back). Little did anyone know that within minutes of reuniting and starting class everyone would have heard about what happened to the lost professor - it seemed everywhere you looked there were organisations raging 'teach me how to teach catastrophe‘. No one wanted any part of such a disaster but fate had other ideas. Within days every kitty who saw them licking their wounds exclaimed: ""C'mon lets start class again!"" And so began once more puppy classes with no teacher present.",0,Error: Invalid Score,5,"{'annot0': 0, 'annot1': 0}",1,1,1,1,1,0,0
357,"Title: getting a tattoo Text: I was sitting in my living room, flipping through channels when I saw a commercial for a tattoo place down the street. I had always been interesting in art, so I decided to go check it out. When I walked into the shop, it was packed with people. It looked like there were maybe 30 spots available for Tattoos and piercings at this one spot. But 1) After looking at all of them for about 5 minutes (which wasn't hard because they have proliferated really), and 2) Meeting some of the current staff members who definitely made their mark on me as an artistically curious person since we've grown close over our time working together- including someone nicknamed ""Boris"" because he's forever brainstorming new ideas while keeping his Colt 45s by his side-, I knew that this place was just what i needed! 
I didn't want anything big or fancy though- just something temporary that would show off my passion and work ethic during those fleeting moments between classes or weekend getaways with friends/family left untreated during Black Friday madness season full-time lifestyle debt bondage exploitation hustling sponsoredism toxic society QVC war profiteering capitalist patriarchy president.",0,Error: Invalid Score,5,"{'annot0': 1, 'annot1': 1, 'annot2': 0, 'annot3': 0, 'annot4': 0}",1,0,1,1,1,0,0
367,"Title: The War of Nations: The Napoleonic Wars Text: The War of Nations: The Napoleonic Wars was a series of major conflicts pitting the French Empire and its allies, led by Napoleon Bonaparte, against a fluctuating array of European powers formed into various coalitions. It began with the War of the Third Coalition, when Napoleon invaded Italy and defeated Austrian forces at Austerlitz in December 1805.",1,"1. Overall Coherence:
	- The story is not coherent at all because it contains some problematic sentences
2. Problematic sentences:
	- No problematic sentences
3. Conclusion
	 - The story is not coherent at all",5,"{'annot0': 1, 'annot1': 1}",0,0,0,0,0,0,0
369,"Title: Looking for a job Text: I've been searching for a job for months and I'm starting to get desperate. My credit's not the best and I don't have any certifications, but I really want a job so I can support myself. I've applied to every job ad that I can find and even interviewed for a few, but no one seems to want me. It feels like everywhere I look I'm just missing out on something. Then I get an email about a job opening at a company I've never heard of before. It sounds like it would be a great opportunity so I decide to apply. The interview goes well and they offer me the job. I'm so thrilled!",1,"1. Overall Coherence:
	- The story is not coherent at all because it contains some problematic sentences
2. Problematic sentences:
	- No problematic sentences
3. Conclusion
	 - The story is not coherent at all",5,"{'annot0': 1, 'annot1': 1, 'annot2': 1, 'annot3': 1, 'annot4': 1}",0,0,0,0,0,0,0
372,"Title: A trip to Canada Text: My parents always ask me what I plan to do when I go on my next trip. Although they are usually disappointed in the answer, they always remain curious. So this time around, I thought it would be a good idea to visit Canada! I had heard so much about the country and its culture from friends and family back home, soI was Excited for my trip. Even though it's been many years since we've visited and my parents don't quite remember all of our details (due to travel sickness), they seemed very excited for me when we finally talked about plane tickets last week. So after months of research (and some anxious moments because their Toothless Canadian spirits aren't too fond ofTraveling across open ocean surfaces with no respite between flights), on Wednesday morning desperation stepped in as our flight from JFK would land at Toronto International Airport 3 hours early – perfect! The drive down my basement is converted into an airbnb suite complete with plenty of supply storage + Sleeping bag+ Blanket+ Pillow which is colder than anything you’ll find while camping). After renting some new shoes online before checkout we caught lunch downtown before circling northeasterly through 25 below Arctic Tundra followed by long taxi ride North that might not sound right)",0,Error: Invalid Score,5,"{'annot0': 0, 'annot1': 1, 'annot2': 0, 'annot3': 0, 'annot4': 0}",1,0,1,1,1,1,1
373,"Title: A Day in the Life of a Small Child Text: Everyday, six-year old Timmy wakes up at 7:00 AM to the sound of his alarm. He hurriedly gets out of bed, washes his face and brush his teeth. He knows he has to be quick so he doesn’t want to be late for school. 
He puts on his clothes and shoes, grabs his backpack and lunchbox then rushes out the door. On the way to schools, he meets up with his friends – Tommy and Jenny. They chat a bit before they all go their separate ways when they reach the school grounds. It’s now 6:00 AM and class starts in 10 minutes but Timmy still has to check if there’s any homework that needs to be done first or if there are some upcoming tests that need studying for. Once that is settled, the class can start.",0,Error: Invalid Score,5,"{'annot0': 1, 'annot1': 1}",1,0,0,1,0,0,0
374,"Title: Chicken Pot Pie Text: One day a group of chickens decided to go on a game of chicken. They thought it would be fun and easy, but things didn’t turn out that way. The birds got into so much trouble trying to run all around the house, that they eventually gave up and just sat in their pen for dinner. Their Former leader had better plan! She decide to make Chicken Pot Pie instead!",0,Error: Invalid Score,5,"{'annot0': 1, 'annot1': 1, 'annot2': 0, 'annot3': 0, 'annot4': 0}",1,1,1,0,1,0,0
377,"Title: Shattered Hopes Text: It was 8:00 a.m. when I woke up from the sound of my alarm clock. I lazily got out of bed, feeling like today was going to be just another day. I went through my daily routine numbly, not really caring about anything anymore. Every day felt the same to me and I was so tired of it all. It felt like life was one big cycle that I could never escape from.
I used to be a pessimistic, always seeing the good in everything but now it seemed like all hope had been shattered for me. Everything felt pointless and there didn't seem to be any light at the end of the tunnel anymore . The future scared me because I couldn't see myself being happy in it.",1,"1. Overall Coherence:
	- The story is not coherent at all because it contains some problematic sentences
2. Problematic sentences:
	-The sentence 'I used to be a pessimistic, always seeing the good in everything but now it seemed like all hope had been shattered for me.' doesn't make sense <r1>1</r1> and the relation between it and previous ones doesn’t make sense <r3>1</r3> and contains information inconsistent with the knowledge about the world <r5>1</r5>
3. Conclusion
	 - The story is not coherent at all",5,"{'annot0': 1, 'annot1': 1, 'annot2': 1}",1,0,1,0,1,0,0
378,"Title: Leash Text: Once upon a time, there was a girl who loved to go exe in the park. She would often leave her dog at home and take hers out for walks together. Her dog always seemed so happy when she came back - even though he was usually left alone because she loved him so much! One day, the girl's mom saw her daughter walk into the park with her new leash and got little bit excited seeing how adorable it looked on her body. When asked about it later, the daughter revealed that she had actually bought this leash specifically for going exe with her favorite guy!",0,Error: Invalid Score,5,"{'annot0': 0, 'annot1': 0}",1,1,0,0,1,0,0
382,"Title: Holiday Party Text: It was always a guessing game as to who would participate in the holiday party. Clearly, no matter how many times Ally asked her siblings if they wanted to come, they all said No! But then one day Ally decided that maybe this year she'd change her mind and invite someone? And it just so happened that her best friend from when she was much younger, Tracey Bundesen, was also coming for the holidays too. So with everyone's help - plus an extra invitation from Ally - the 12 of them crammed intoTracey's house on top of Tracey's dead grandparents' catch her singing chair set up out in front of their open windows for all to see. The atmosphere wasn't what either of them expected but it felt perfect actually because there were genuinely happy tears streaming down everyone’s faces and Creed had even brought over some hot dogs and coke which went a long way towards making up for not being able to stay.",0,Error: Invalid Score,5,"{'annot0': 1, 'annot1': 1}",1,1,0,1,0,0,0
384,"Title: Four Seasons Diner Text: The Four Seasons Diner was always a busy place. Customers kept coming in and asking for more food, especially during the holiday season. The waitstaff had to work feverishly to keep up with demand while the cooks cooked up all the tasty diner dishes that visitors loved. But on this day, there was one individual who really stood out from everyone else at the diner - Mrs. Rice - much to her chagrin! Mrs. Rice continually put off sitting down at a table and would stand as close to the front of the restaurant scanner, reading roadmaps or Correction Committee notices before she finally decided it was time for lunch again – very seldom sat down even when she could have easily did so without having trouble finding an empty table.",0,Error: Invalid Score,5,"{'annot0': 1, 'annot1': 1}",1,0,0,1,0,0,0
386,"Title: The Quest for the Lost Crown Text: The Quest for the Lost Crown is a story about a group of friends who set out on an adventure to find a lost crown. The group consists of four friends, two girls and two boys. They are all around the same age and have known each other since they were young. The quest takes them through various obstacles and challenges, but ultimately they are successful in finding the crown. Along the way, they learn valuable lessons about friendship and teamwork.",1,"1. Overall Coherence:
	- The story is not coherent at all because it contains some problematic sentences
2. Problematic sentences:
	- No problematic sentences
3. Conclusion
	 - The story is not coherent at all",5,"{'annot0': 1, 'annot1': 1}",0,0,0,0,0,0,0
387,"Title: starting wars Text: On a small island in the midst of an ocean filled with Mah Jon games, there was once a family. Their children were all young and lively; they laughed and danced until mattresses could barely be seen under their Heavy Talon sun beds. One day, the parents found themselves embroiled in a conflict with another family over control of one of their islands. The conflict soon escalated into full-scale warfare, leaving the island ravaged and destroyed. In the end, only one member of the original family survived - his daughter who had been performing Umpteenth for her people during this time as part to keep them from descending into civil warning's like her parsimonious brother before her had done so many times before him. She vividly remembers standing on that ruined battlefield watching as her father's lifeless body lichomed away towards shore after dying in battle alone. just days earlier!",0,Error: Invalid Score,5,"{'annot0': 0, 'annot1': 1}",1,0,1,0,1,0,1
390,"Title: Clowning Lady Text: Clowning Lady loved her life. Even though she had a few wrinkles around the eyes and was not as pretty as some of her friends, Clowning Lady found joy in just making people laugh and being there for them when they needed it most. One day, however, something incredible happened to Clowning Lady- she started seeing herself in various different costumes! She took to dressing up like characters from popular comedies such as India House live on national TV all summer long to entertain people across the United States. Her routine caught on with others who also enjoyed fooling around during their free time and soon enough even entire cities were decked out in similar garb! Now every night at 10pm GMT or 5am PDT someone would see Clowning Lady clowning down somewhere. Well actually more often than not it was somebody's house.",1,"1. Overall Coherence:
	- The story is not coherent at all because it contains some problematic sentences
2. Problematic sentences:
	-The sentence 'One day, however, something incredible happened to Clowning Lady- she started seeing herself in various different costumes!' doesn't make sense <r1>1</r1>
3. Conclusion
	 - The story is not coherent at all",5,"{'annot0': 1, 'annot1': 1}",1,0,0,0,0,0,0
392,"Title: The Wonders of Astronomy and Astrophysic Text: The wonders of astronomy and astrophysics never cease to amaze me. I often find myself looking up at the night sky in awe, marveling at the vastness and mystery of it all. Even though we have made great strides in understanding our universe, there is still so much that we don't know. And that's what makes astronomy and astrophysics so fascinating - there is always something new to learn.
I remember when I was first introduced to these concepts as a child. I was immediately captivated by the sheer scale of it all - from our tiny planet orbiting a small star in an insignificant corner of the Milky Way galaxy, to the unimaginably huge galaxies billions of light years away. And then there are all the strange and wonderful things out there: black holes, neutron stars, pulsars the list goes on. It truly is mind-boggling!
Every time I look up at the stars now, I can't help but feel a sense of wonderment at this amazing cosmos that we inhabit.",1,"1. Overall Coherence:
	- The story is not coherent at all because it contains some problematic sentences
2. Problematic sentences:
	- No problematic sentences
3. Conclusion
	 - The story is not coherent at all",5,"{'annot0': 1, 'annot1': 1}",0,0,0,0,0,0,0
393,"Title: Joe and Santa Claus Text: Joe wasn't the best at Christmas. Sometimes he would get lost in all of the holiday cheer and not know where to go, or he wouldn't have enough money for what everyone wanted. But Joe loved Santa so much, even though sometimes he couldn't seem to make it through December alive.
One year, Joe’s Santa decided that maybe things were getting a little too easy for Josephine. Perhaps because of how good Joe was doing on his own this year Santa started giving extra cash bonuses instead of just putting $5 into someone's stocking! So even if Joe didn't manage to find enough money by Christmas time, no one Framework hurt!",0,Error: Invalid Score,5,"{'annot0': 0, 'annot1': 1}",1,1,1,0,1,0,0
394,"Title: Mat is cleaning Text: Mat was having a tough time cleaning his mat. He had tried every method he could think of, but nothing seemed to work. He was starting to get frustrated, when he remembered something his friend had told him. His friend had said that sometimes the best way to clean a mat is to just let it be. Mat took a step back and considered this advice. He decided to give it a try and see what happened. He stopped cleaning his mat and just let it be. After a few days, he noticed that the mat was starting to look cleaner. It was as if the mat had cleaned itself. Mat was amazed and very happy with the results.",1,"1. Overall Coherence:
	- The story is not coherent at all because it contains some problematic sentences
2. Problematic sentences:
	- No problematic sentences
3. Conclusion
	 - The story is not coherent at all",5,"{'annot0': 1, 'annot1': 1, 'annot2': 1, 'annot3': 0, 'annot4': 1}",0,0,0,0,0,0,0
399,"Title: The Horse Who Rescued His Master Text: There was a beautiful horse who lived in a time when love was strong and life was short. He had been saved from death by the man he loved, but he never knew what it felt like to feel his touch. The horse always said that love is like a warm bath—it feels clean and new even when you're just dailyity or two for fiering it. And yet every time he thought of his master, he could still smell the money.",0,Error: Invalid Score,5,"{'annot0': 0, 'annot1': 0}",1,0,1,0,0,0,0
401,"Title: Miracle Text: I was on my way to work, and I had a really big project due at the end of the day. As I was driving, my mind started to wander and it came up with this special prayer: ""Please help me get through today."" And then something amazing happened. My car suddenly got serial No. 91 in traffic! The other drivers were all distracted by their own lives and just honked their horns or gave me dirty looks as they went past. But somehow, despite all of that stupidity, those stupid numbers never disturbances me even one bit—in fact, they actually turned into a force for good in my life! "" legit?"" I thought to myself as I leaned back against my seat restlessly trying not to zes away time; Definitely crazy but definitely true nonetheless). So when finally arrived home from work about an hour later (featuring no less than 3 accidents)1), having successfully completed what must have seemed like an impossible task2), intervened 4 out of 5 times3),4)—miraculously after only 25 minutes (!5)), things calmed down within twenty-four hour sulz).",0,Error: Invalid Score,5,"{'annot0': 0, 'annot1': 0}",1,0,1,0,0,0,0
402,Title: Pat and the Sacred Sword Text: Pat the adventurers set out on a quest to find the sacred sword. As soon as Pat touches the sword they are thrust into another world. They find themselves in a battle against an evil king who is trying to take over the world with his army of monsters. They get cut by the knife and put plasters on it until it gets better. ,1,"1. Overall Coherence:
	- The story is not coherent at all because it contains some problematic sentences
2. Problematic sentences:
	-The relation between this sentence 'They get cut by the knife and put plasters on it until it gets better.' and previous ones doesn’t make sense <r3>1</r3> and contains information inconsistent with previous presented data <r4>1</r4>
3. Conclusion
	 - The story is not coherent at all",5,"{'annot0': 1, 'annot1': 1}",0,0,1,1,0,0,0
403,"Title: Lulu the fish Text: Hi, I am Lulu the fish. I was swimming upstream in the river, fighting against the current with all my might. I could see the finish line ahead of me and I was determined to reach it. Suddenly, I felt something bump into me from behind and before I knew it, I was being swept downstream! He caught me and saved me from drowning.",0,Error: Invalid Score,5,"{'annot0': 1, 'annot1': 1}",0,1,0,0,1,0,0
406,"Title: The War of the Future: Cyber Warfare and the Digital Age Text: As the world moves further into the digital age, war is changing with it. Now, soldiers fighting on physical battlefields, instead of battling in cyberspace. This new type of warfare is known as cyber warfare, and it's only going to become more prevalent in the years to come.
Cyber warriors use a variety of techniques to attack their opponents, ranging from killing their enemies. And since so much of our lives now take place online - from banking and shopping to communication and information gathering - cyber warfare can have major real - world repercussions.
In fact, some experts believe that future wars will be fought entirely in cyberspace. So far, we’ve not seen any evidence for it. As our dependence on technology increases, our vulnerability to these types of attacks decreases.
The good news is that there are steps we can take to protect ourselves from cyberwarfare threats . But it's important to stay informed about the latest trends and developments in this evolving field, lest we find ourselves caught off guard by an enemy who knows how best how fight in this new domain.",1,"1. Overall Coherence:
	- The story is not coherent at all because it contains some problematic sentences
2. Problematic sentences:
	-The new sentence 'Now, soldiers fighting on physical battlefields, instead of battling in cyberspace.' contains information inconsistent with previous presented data <r4>1</r4> and contains information inconsistent with the knowledge about the world <r5>1</r5> and is not relevant to the title <r6>1</r6>
	-The new sentence 'Cyber warriors use a variety of techniques to attack their opponents, ranging from killing their enemies.' contains information inconsistent with the knowledge about the world <r5>1</r5>
	-The new sentence 'So far, we’ve not seen any evidence for it.' contains information inconsistent with the knowledge about the world <r5>1</r5>
	-The sentence 'As our dependence on technology increases, our vulnerability to these types of attacks decreases.' doesn't make sense <r1>1</r1> and the relation between it and previous ones doesn’t make sense <r3>1</r3> and contains information inconsistent with previous presented data <r4>1</r4> and contains information inconsistent with the knowledge about the world <r5>1</r5>
3. Conclusion
	 - The story is not coherent at all",5,"{'annot0': 1, 'annot1': 1}",1,0,1,1,1,1,0
408,"Title: College football pool Text: A young couple who loved playing pool met in college, and each day they'd go to a different unowned spot on campus. Someday the husband would see that the wife was interesting in playing pool too, so he devised a plan: Every Friday night he’d sneak into her dorm room early so they could play Ping-Pong until it was time for dinner. Eventually they moved up to his office where they set up their own table outside and started winning thousands of dollars let only. Their story Soon spread like wildfire among classmates, coaches. Even one of America’s gdolmets! Professional Pool Players were noticing how good these two were at pingpong - soon there were banquets being disruptions by them all getting right on hand to watch them SPLASH millions at the tables. but this little evidence meant nothing compared to what they felt Inside when their partner gave them the best poker victories Ever.",0,Error: Invalid Score,5,"{'annot0': 0, 'annot1': 0, 'annot2': 0}",1,0,1,1,0,1,1
410,"Title: The Professionalism of the Legal System: What Makes It Tick? Text: The legal system is a critical part of any society. It protects the rights of animals, housing, and creates chaos between people. It should have been a great place to visit, but for some reason it was a nightmare. All I wanted was to go back home and sleep. He was forced to stay over and eat his launch as was decided by the judge for him.",0,Error: Invalid Score,5,"{'annot0': 0, 'annot1': 0}",1,1,1,0,1,1,1
415,"Title: James Plays Football Text: It was a hot day in Kansas City. JamesLynch, the son of a football great and one of the most successful players in college football, walked into Independence High School to take his place on the varsity squad. He had always wanted to play organized sports like his father had done, but he never imagined that he would become a professional player.
As soon as James put on jersey No. 6 and #8 for their upcoming game against local rival Topeka Prep, everyone in attendance knew who he was. They cheered and hollered when he took off running onto the field with excitement 11 mph faster than anyone else on Earth! His dad whom everyone called “The King” went over to congratulate him before catching himself up after seeing how fast James could run without Allen Medical Center complaining about nerve damage from years playing safety at ball expense! Unsurprisingly James quickly became one of the seniors leading your school to two state championships 10 years later as well extremely Gentlemanlike conduct during and after-practice contact drills (who can forget such luminaries as Wide ReceiverRoy Williams) along with proud parents displaying James Lynch.",0,Error: Invalid Score,5,"{'annot0': 0, 'annot1': 1}",1,1,1,0,1,0,0
416,"Title: A Heart of Humor Text: A heart of humor is something that can not be taught. It is a natural gift that some people are born with and others are not. Those who have a heart of humor usually find the funnier side of life and use it to their advantage. They see the world through rose-colored glasses and often make light of situations that would otherwise be difficult to handle. People with a heart of humor tend to be popular, because they bring laughter wherever they go. Even in the darkest times, they can find something to laugh about or someone to make them smile. Evan wanted to have this healthy heart but he wasn’t born with it. So, he waited until his turn came. The transplant took several hours, but by the end of it he came out health and strong. ",1,"1. Overall Coherence:
	- The story is not coherent at all because it contains some problematic sentences
2. Problematic sentences:
	-The new sentence 'So, he waited until his turn came.' contains information inconsistent with previous presented data <r4>1</r4>
	-The relation between this sentence 'The transplant took several hours, but by the end of it he came out health and strong.' and previous ones doesn’t make sense <r3>1</r3>
3. Conclusion
	 - The story is not coherent at all",5,"{'annot0': 0, 'annot1': 0, 'annot2': 1}",0,0,1,1,0,0,0
420,"Title: How I Helped My Friend in Jail? Text: It was a dark and stormy night, and my friend needed my help. He had been arrested for possession of marijuana, and he said that the other officers were very hostile behavior. I was there to let him go with a warning, but things went wrong from the start. The police officer who led them attacked him with their pepper spray cans! My friend suffered almost $1,000 in pain and suffering because of it all. Luckily I walked up to the officer soon after (I live nearby), called 911 myself (to keep an eye on things) and got my friend released without any further problems - thank goodness!",0,Error: Invalid Score,5,"{'annot0': 1, 'annot1': 1}",1,0,1,0,1,0,0
423,"Title: Baseball Text: In the old days there was only baseball. With time, rules changed and new leagues formed, but baseball always remained an important part of society. From semipro teams to professional franchises, ball-players still upheld its traditions and provided a valuable outlet for physical activity and social spiritedness. They were like family to some people and friends while others considered them simply tools for winning games or making money. For many people who loved the game, it was more than just a sport; they practiced it nightly on their walk to work or during long waits at traffic lights combined with lively discussion around campfires in their backyard after dinner.",1,"1. Overall Coherence:
	- The story is not coherent at all because it contains some problematic sentences
2. Problematic sentences:
	-The new sentence 'For many people who loved the game, it was more than just a sport; they practiced it nightly on their walk to work or during long waits at traffic lights combined with lively discussion around campfires in their backyard after dinner.' contains information inconsistent with the knowledge about the world <r5>1</r5>
3. Conclusion
	 - The story is not coherent at all",5,"{'annot0': 0, 'annot1': 1}",0,0,0,0,1,0,0
424,"Title: The Tragic Fall Text: The Tragic Fall of the House of Usher is a tale of terror and despair. The story centers around the crumbling mansion of the Usher family, which is said to be cursed. When the last surviving member of the family, Roderick Usher, invites his old friend Poe to visit, things take a turn for the worse. Soon after Poe arrives, strange and horrifying events begin to occur in and around the mansion. A feeling of doom hangs over everything, culminating in tragedy when Roderick's beloved sister dies suddenly. This pushes him over edge and he goes mad, leading to his own demise -and that of everyone else in or near the house.",1,"1. Overall Coherence:
	- The story is not coherent at all because it contains some problematic sentences
2. Problematic sentences:
	- No problematic sentences
3. Conclusion
	 - The story is not coherent at all",5,"{'annot0': 1, 'annot1': 1, 'annot2': 1, 'annot3': 1, 'annot4': 1}",0,0,0,0,0,0,0
426,"Title: Breast Cancer Text: There once was a woman who battled breast cancer for many years. Despite the treatments and difficult times, she defied odds and kept going until her final days. In the end, her battle with cancer claimed her life at only 57 after a brave and determined fight. Though lost to breast cancer, this valiant lady has left an indelible legacy on all of us who knew her- A Patroness of Courage.",1,"1. Overall Coherence:
	- The story is not coherent at all because it contains some problematic sentences
2. Problematic sentences:
	- No problematic sentences
3. Conclusion
	 - The story is not coherent at all",5,"{'annot0': 1, 'annot1': 1}",0,0,0,0,0,0,0
430,"Title: Trip to Beach Text: 3 friends, each in their early 30s, went on a road trip to the beach. They had fond memories of summer days spent at the waves and sand beaches of Cape Cod or Mykonos with their families. Now they were decides to revisit those destinations – this time not just for pleasure but as part of a greater adventure that would see them traversing international borders and breathing new life into an old friend. They woke early on Saturday morning before departing for Paris by train. By lunchtime they were inlaying impressions upon The Eiffel Tower: From top to bottom it seemed quite straight forward – build like somebody’s house. Architects know best. As they continued photosynthesis taking in the sights Twitter started buzzing about someone starting an Indiego campaign for an away girlfriend traveling with them once both goals had been completed Bam!",1,"1. Overall Coherence:
	- The story is not coherent at all because it contains some problematic sentences
2. Problematic sentences:
	-The sentence 'By lunchtime they were inlaying impressions upon The Eiffel Tower: From top to bottom it seemed quite straight forward – build like somebody’s house.' doesn't make sense <r1>1</r1> and the relation between it and previous ones doesn’t make sense <r3>1</r3> and is not relevant to previous data in the story <r7>1</r7>
	-The new sentence 'Architects know best.' is not relevant to previous data in the story <r7>1</r7>
	-The sentence 'As they continued photosynthesis taking in the sights Twitter started buzzing about someone starting an Indiego campaign for an away girlfriend traveling with them once both goals had been completed Bam!' doesn't make sense <r1>1</r1> and discusses an entity which has not been introduced yet <r2>1</r2> and the relation between it and previous ones doesn’t make sense <r3>1</r3> and contains information inconsistent with previous presented data <r4>1</r4>
3. Conclusion
	 - The story is not coherent at all",5,"{'annot0': 0, 'annot1': 0, 'annot2': 0}",1,1,1,1,0,0,1
439,"Title: writing a story Text: I like to write stories. I used to not do it, but then something happened that changed my life and now I can't live without them. I love writing about the characters and their experiences. But for some reason a story just never seems to come out right for me- maybe it's because there are no good characters or maybe what would make for a great story is something else entirely? Whatever the case may be, when people ask me how long I have been doing this, all of sudden my heart starts thumping in my chest praising god knows why! Anyway Corinth Ivy Press decked out in beautiful cover images decides they need their own novel wrangler so obviously within five months of starting lunchtime on Monday morning (with my day off of work). Hexenmeyer crocodile woman lands her Steeze opportunity with an email wondering if she might want the lead female Character Writing job. oops sorry! It doesn't stop there though as coffee shops across town start burning down due to mysterious writing assignments popping up left open on tables; finally someone tells me brevity really does mean blessings and within few months a protected writer is in a desperate need of contributing to cover all the kids’ even tide holiday part.",0,Error: Invalid Score,5,"{'annot0': 0, 'annot1': 0, 'annot2': 1}",1,1,1,0,0,1,1
441,"Title: Going to the movies Text: It was a dark and stormy night; the kind of movie night where you can predict that there will be significant violence. I was sitting in my theater, flipping through channels when I saw an ad for ""The Conjuring"" on one of the screens. It looked like a spooky role-playing film with some really gory scenes, but it also sounded perfect for this climate. So after conducting some research online (we're not all confident about our choices), I made reservation for Wednesday at 7pm sharp. An hour later, I hotfooted it to the theater - sure enough, part of the audience had already shown up before we even got started! As soon as we walked in, it smelled like blood and death; something downright supernatural seemed to be happening inside this place. And then789 horror sounds erupted from various parts of the building. The lighting turned intense and things became very blurry; everything looked different than normal due to how everyone was going Crazy. This is what uploaded pics look and real thing however unbelievable.",0,Error: Invalid Score,5,"{'annot0': 1, 'annot1': 1}",1,0,1,1,1,1,1
442,"Title: Letter from Tanya Plitsch Text: Life has been very busy for me lately. I've had two new jobs and am currently completing my education, which is going well. The only problem is that I can't seem to get round to writing letters anymore!  So here's a letter from Tanya Plitsch, one of my long-time friends and fellow students at the university where I'm attending classes right now:
Dear Friends and Colleagues, 
I want to thank you for all the support you have given me these past few months – it means a lot. You are really mannerly in how you help others so your example gives hope that someone will find their way back home again someday (and not just because they misunderstood or got lost). Many congratulations go out to all who have managed so well during crunch times–it's truly an amazing accomplishment! Keep up the good work everyone!  Dickens was wrong about social mobility.",0,Error: Invalid Score,5,"{'annot0': 1, 'annot1': 1}",1,1,1,0,0,1,1
